evidence_id,topic_key,research_round,label,confidence,claim,verification_verdict,verification_correction,confidence_note,conflict_note,source_title,source_org,source_date,source_ref,relevance,access_date,validation_status
EV-EXPORTRE-22,export-regimes,,ASSESSMENT,High,"For Australian defence-space partnerships, the US regime remains the binding constraint even in third-country supply chains: ITAR content has no de minimis and 9x515/600-series EAR content has zero de minimis to D:5 destinations, whereas the October 2024 EAR carve-outs for Australia/Canada/UK and the finalised AUKUS ITAR 126.7 exemption create a markedly more permissive trilateral channel — making US-content mapping the first-order compliance task for any Australian space program with mixed EU/UK/Japanese/US suppliers.",,,,,"Synthesis of DLA Piper (de minimis), Holland & Knight (Oct 2024 space rules) and DLA Piper (AUKUS final rule) analyses accessed this session",DLA Piper / Holland & Knight,2026-01,https://www.dlapiper.com/en-us/insights/publications/2026/01/department-of-state-publishes-final-rule-finalizing-aukus-defense-trade-itar-exemption,Australian value proposition / dependency — frames the compliance-brief conclusion on where extraterritorial risk concentrates,2026-07-18,Custodian validation pending
EV-QUADINDI-01,quad-india,,FACT,High,"At the first in-person Quad Leaders' Summit on 24 September 2021, the four leaders announced a space cooperation working group and committed to begin exchanging Earth observation satellite data and analysis on climate-change risks and sustainable use of oceans, to enable space-domain capacity-building in other Indo-Pacific countries, and to consult on norms and guidelines for long-term sustainability of the outer space environment.",CONFIRMED,,,,Quad Leaders Announce Space Cooperation Working Group,"US Department of Commerce, Office of Space Commerce",2021-09,https://space.commerce.gov/quad-leaders-announce-space-cooperation-working-group/,Forum — origin point of Quad space cooperation agenda Australia participates in,2026-07-18,Custodian validation pending
EV-QUADINDI-02,quad-india,,FACT,High,"The Quad Satellite Data Portal was established following the May 2022 Tokyo Quad Leaders' Summit as a centralised platform for open sharing of national Earth observation data for climate monitoring, disaster response and preparedness, and sustainable use of oceans and marine resources.",CORRECTED,"The Quad Satellite Data Portal was committed to at the May 2022 Tokyo Quad Leaders' Summit (Quad Joint Leaders' Statement, 24 May 2022) as a portal that 'aggregates links to our respective national satellite data resources' — i.e., a gateway linking to the four countries' national Earth observation data holdings, not a centralised platform hosting or directly sharing the data. The supporting purposes (climate change, disaster preparedness and response, sustainable uses of oceans and marine resources) are accurately stated.",,,Quad Leaders' Summit 2023 — Space,Australian Department of the Prime Minister and Cabinet,2023,https://www.pmc.gov.au/resources/quad-leaders-summit-2023/space,Instrument — operational Quad satellite data-sharing mechanism,2026-07-18,Custodian validation pending
EV-QUADINDI-03,quad-india,,FACT,High,"Following the 2022 Tokyo Summit commitment, the Quad Space Working Group created an Extreme Precipitation Steering Committee, which held two workshops in early 2023 to build Indo-Pacific countries' capacity to monitor and respond to extreme precipitation events, and the Quad also ran workshops supporting regional implementation of UN COPUOS Long-Term Sustainability guidelines.",CORRECTED,"The first two parts are accurate: following consensus at the 2022 Tokyo summit, a Quad Space Working Group Extreme Precipitation Steering Committee was announced, and two technical workshops were held in early 2023 (independently corroborated: JAXA/JMA hosted 'Tackling Extreme Precipitation Events Workshop – Indo-Pacific region' online, 1–3 March 2023, under the Quad Space Working Group; the May 2023 White House Hiroshima fact sheet confirms the committee 'has hosted two workshops'). However, the COPUOS LTS part is overstated: as of the cited 2023 source, the Quad was ORGANISING workshops to support Indo-Pacific implementation of the UN COPUOS LTS guidelines ('The Quad is organising workshops...' per PM&C; the 2022 Tokyo fact sheet said partners 'intend to host a two-day workshop on implementation of the Long-Term Sustainability (LTS) Guidelines'), not confirmed to have already run them.",,,Quad Leaders' Summit 2023 — Space,Australian Department of the Prime Minister and Cabinet,2023,https://www.pmc.gov.au/resources/quad-leaders-summit-2023/space,Instrument — Quad space capacity-building deliverables for the region,2026-07-18,Custodian validation pending
EV-QUADINDI-04,quad-india,,FACT,High,"The 2024 Quad Leaders' Summit fact sheet (Wilmington, 21 September 2024) states: ""Quad partners intend to share expertise and experience in space situational awareness (SSA), contributing to long-term sustainability of the space environment,"" with cooperation intended to leverage civil-domain SSA and space traffic coordination capabilities ""including to help avoid collisions in outer space and manage debris.""",CONFIRMED,,,,Fact Sheet: 2024 Quad Leaders' Summit,The White House (Biden administration archive),2024-09,https://bidenwhitehouse.archives.gov/briefing-room/statements-releases/2024/09/21/fact-sheet-2024-quad-leaders-summit/,"Forum — explicit Quad SSA commitment, civil domain only",2026-07-18,Custodian validation pending
EV-QUADINDI-05,quad-india,,FACT,High,"The 2024 Quad Leaders' Summit fact sheet commits the four countries to ""continue delivering Earth Observation data and other space-related applications to assist nations across the Indo-Pacific to strengthen climate early warning systems and better manage the impacts of extreme weather events,"" and welcomes India's establishment of a space-based web portal for Mauritius for open-science monitoring of extreme weather and climate impact.",CONFIRMED,,,,Fact Sheet: 2024 Quad Leaders' Summit,The White House (Biden administration archive),2024-09,https://bidenwhitehouse.archives.gov/briefing-room/statements-releases/2024/09/21/fact-sheet-2024-quad-leaders-summit/,Forum — sustained Quad EO/climate data-sharing commitment; India's regional delivery role,2026-07-18,Custodian validation pending
EV-QUADINDI-06,quad-india,,FACT,High,"ISRO and the Australian Space Agency signed an Implementation Agreement on 20 November 2024 enabling cooperation on crew and crew module recovery for Gaganyaan missions — including Australian search and rescue of crew and recovery of the crew module in ascent-phase abort contingencies near Australian waters — signed by D K Singh (Director, Human Space Flight Centre, in Bengaluru) and Jarrod Powell (General Manager, Space Capability Branch, ASA, in Canberra).",CONFIRMED,,,,ISRO & ASA sign Implementing Arrangement for Gaganyaan,Indian Space Research Organisation (ISRO),2024-11,https://www.isro.gov.in/ISRO_ASA_sign_Gaganyaan.html,Instrument — signed bilateral agency-level arrangement underpinning space cooperation,2026-07-18,Custodian validation pending
EV-QUADINDI-07,quad-india,,FACT,High,"An ISRO telemetry, tracking and command terminal on Australia's Cocos (Keeling) Islands was commissioned by 13 July 2026 to support India's Gaganyaan human spaceflight program, with completion announced in a joint statement by Prime Ministers Albanese and Modi.",,,,,Australian Space Agency stands up Indian mission terminal,The Mandarin,2026-07,https://www.themandarin.com.au/316162-australian-space-agency-stands-up-indian-mission-terminal/,Australian input — Australian territory/geography as concrete contribution to partner capability,2026-07-18,Custodian validation pending
EV-QUADINDI-08,quad-india,,FACT,High,"The Third Australia-India Annual Summit Joint Statement (Modi visit to Australia, July 2026) records that ""The Leaders welcomed Australia's continued support for India's Gaganyaan Human Space Flight Program, including commissioning of a temporary space tracking terminal on Cocos Keeling Islands,"" and commits to deepening ISRO-Australian Space Agency collaboration.",,,,,Third Australia–India Annual Summit Joint Statement,Prime Minister of Australia (pm.gov.au),2026-07,https://www.pm.gov.au/media/australia-india-joint-statement,Australian value proposition — leader-level recognition of Australia's space contribution to India,2026-07-18,Custodian validation pending
EV-QUADINDI-09,quad-india,,FACT,High,"At the July 2026 Third Australia-India Annual Summit, the two Prime Ministers issued a Joint Declaration on Defence and Security Cooperation described as ""a step-change in the depth and ambition of the bilateral defence and security relationship,"" established an Annual Defence Ministers' Dialogue, and noted expanding defence exercises under the existing Mutual Logistics Support Arrangement.",,,,,Third Australia–India Annual Summit Joint Statement,Prime Minister of Australia (pm.gov.au),2026-07,https://www.pm.gov.au/media/australia-india-joint-statement,Instrument — bilateral defence framework within which defence-space cooperation can sit,2026-07-18,Custodian validation pending
EV-QUADINDI-10,quad-india,,FACT,High,"The July 2026 Australia-India Joint Statement records that ""The Leaders welcomed the ongoing work to develop a Memorandum of Understanding for the Provision of Defence Articles and Defence Services,"" alongside Australia's inaugural defence trade mission to India and an Australia-India Defence Industry Roundtable — the clearest documented pathway toward defence industrial cooperation and potential co-production.",,,,,Third Australia–India Annual Summit Joint Statement,Prime Minister of Australia (pm.gov.au),2026-07,https://www.pm.gov.au/media/australia-india-joint-statement,Instrument — in-development defence articles/services MoU enabling co-production and trade,2026-07-18,Custodian validation pending
